aro,1.583
cf,0.167
chx,1.983
comdaily,21.400
exch,0.067
full,500.150
geo,5.300
inv,1.950
mem,6.967
mem jp,2.517
mem tg,2.433
merge,354.867
pc,4.300
pkg,0.150
reindex,17.983
so,2.500
